Epoch,Total Training Time,Total Validation Time,Weight Optimization Time,Latent Optimization Time
64,21.075412273406982,10.946306943893433,1.2244787216186523,0.985388994216919
65,20.02010464668274,6.6226208209991455,1.3385214805603027,1.073300838470459
66,21.452847719192505,6.243266344070435,1.2186455726623535,0.9522078037261963
67,20.287023782730103,8.290246963500977,1.3331260681152344,1.065446376800537
68,19.98675298690796,6.363935470581055,1.250037670135498,0.9702956676483154
69,17.376641273498535,6.615786790847778,1.3303940296173096,1.0505211353302002
70,19.10399866104126,6.855353116989136,1.3188302516937256,1.0668690204620361
71,34.146419525146484,6.685272932052612,1.2628428936004639,1.0014986991882324
72,32.313517332077026,6.674991607666016,1.3342995643615723,1.069432020187378
73,19.382840394973755,6.703776121139526,1.2858521938323975,1.0297493934631348
74,19.15296721458435,7.668543100357056,1.3488807678222656,1.0666956901550293
75,19.828426122665405,6.670386075973511,1.3818020820617676,1.1085131168365479
76,20.325364351272583,7.167497873306274,1.157428503036499,0.9068820476531982
77,18.075361490249634,8.336246967315674,1.3096158504486084,1.0761475563049316
78,22.007155656814575,6.8707053661346436,1.3403081893920898,1.0844881534576416
79,20.157807111740112,7.145406246185303,1.3135218620300293,1.0537774562835693
80,18.227538347244263,6.292024612426758,1.402461051940918,1.134108543395996
81,19.06071424484253,7.20142388343811,1.275726556777954,1.0244536399841309
82,19.621963024139404,6.763958215713501,1.3933696746826172,1.0352864265441895
83,19.745123624801636,6.596933841705322,1.3183202743530273,1.062009334564209
84,17.851783275604248,8.508853197097778,1.36582612991333,1.0952794551849365
85,20.078157663345337,6.558729648590088,1.3260729312896729,1.0742456912994385
86,18.11794137954712,6.243224859237671,1.2667686939239502,1.016190528869629
87,23.964080333709717,7.355345964431763,1.3108057975769043,1.0285301208496094
88,19.588499069213867,8.988452911376953,1.1944937705993652,0.9524409770965576
89,20.045164823532104,6.860005617141724,1.351477861404419,1.0904738903045654
90,24.38506054878235,8.59736704826355,1.1575870513916016,0.908057689666748
91,19.917136669158936,7.78155255317688,1.327385663986206,1.0672028064727783
92,20.654702186584473,6.964517831802368,1.261500597000122,1.0151104927062988
93,18.603058099746704,6.500555515289307,1.210052728652954,0.966292142868042
94,20.652013540267944,6.616355657577515,1.2732527256011963,1.017176628112793
95,17.448898553848267,6.842192649841309,1.3312294483184814,1.0818593502044678
96,21.622767448425293,6.074116230010986,1.2705824375152588,1.0084099769592285
97,20.287807941436768,6.950698137283325,1.3217332363128662,1.0550813674926758
98,18.946481943130493,9.283397674560547,1.340893268585205,1.065197229385376
99,20.53818440437317,9.690377712249756,1.2932884693145752,1.0227160453796387
100,20.75619602203369,6.864223003387451,1.3741943836212158,1.0847077369689941
